,date,position,track_id,track_name,artist,streams,artist_id,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,total_followers,genres,duration_mins
33969,2017-06-22,170,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,20849,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
34060,2017-06-23,61,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,44955,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
34257,2017-06-24,58,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,46229,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
34452,2017-06-25,53,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,45742,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
34652,2017-06-26,53,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,49908,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
34858,2017-06-27,59,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,44549,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
35066,2017-06-28,67,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,41104,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
35270,2017-06-29,71,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,39265,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
35474,2017-06-30,75,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,35483,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
35672,2017-07-01,73,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,36958,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
35866,2017-07-02,67,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,37290,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
36075,2017-07-03,76,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,34303,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
36282,2017-07-04,83,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,33731,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
36487,2017-07-05,88,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,32327,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
36685,2017-07-06,86,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,32458,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
36886,2017-07-07,87,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,30729,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
37080,2017-07-08,81,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,33663,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
37279,2017-07-09,80,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,33777,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
37492,2017-07-10,93,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,30620,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
37699,2017-07-11,100,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,30530,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
37899,2017-07-12,100,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,30164,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
38100,2017-07-13,101,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,30144,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
38295,2017-07-14,96,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,29588,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
38487,2017-07-15,88,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,32559,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
38685,2017-07-16,86,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,32193,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
38902,2017-07-17,103,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,28793,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
39105,2017-07-18,106,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,28291,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
39310,2017-07-19,111,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,28182,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
39509,2017-07-20,110,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,27809,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
39740,2017-07-21,141,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,26128,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
39904,2017-07-22,105,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,29036,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
40092,2017-07-23,93,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,29331,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
40313,2017-07-24,114,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,26511,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
40522,2017-07-25,123,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,25692,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
40726,2017-07-26,127,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,25100,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
40917,2017-07-27,118,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,27552,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
41108,2017-07-28,109,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,28205,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
41305,2017-07-29,106,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,27023,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
41492,2017-07-30,93,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,27208,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
41728,2017-07-31,129,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,24016,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
41949,2017-08-01,150,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,23132,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
42140,2017-08-02,141,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,23696,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
42352,2017-08-03,153,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,22631,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
42541,2017-08-04,142,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,22276,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
42713,2017-08-05,114,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,24576,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
42908,2017-08-06,109,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,25690,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
43150,2017-08-07,151,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,22232,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
43356,2017-08-08,157,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,22494,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
43544,2017-08-09,145,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,22820,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
43758,2017-08-10,159,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,22196,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
43949,2017-08-11,150,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,21657,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
44117,2017-08-12,118,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,24906,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
44317,2017-08-13,118,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,24662,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
44571,2017-08-14,172,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,20898,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
44763,2017-08-15,164,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,21657,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
44959,2017-08-16,160,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,21947,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
45162,2017-08-17,163,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,21587,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
45360,2017-08-18,161,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,21227,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
45525,2017-08-19,126,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,23640,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
45727,2017-08-20,128,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,22869,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
45935,2017-08-21,136,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,24071,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
46180,2017-08-22,181,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,20845,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
46389,2017-08-23,190,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,19290,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
46594,2017-08-24,195,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,19100,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
46792,2017-08-25,193,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,18713,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
46951,2017-08-26,152,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,21252,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
47151,2017-08-27,152,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,19915,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
47367,2017-08-28,168,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,20541,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
48173,2017-09-01,174,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,21033,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
48375,2017-09-02,176,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,19509,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
48573,2017-09-03,174,7LJjWqhqK594nN7qJzLVXE,As If It's Your Last,BLACKPINK,19780,41MozSoPIsD1dJM0CLPjZF,3nvfNC0tnGcFXGHrJpqQ6m,213264,2017-06-22,0,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
49786,2017-09-09,187,1Zyd6zQnC6XIIzmg3hP7Ot,As If It's Your Last,BLACKPINK,19163,41MozSoPIsD1dJM0CLPjZF,6IzQb2kLydYNfzmKXvmndX,213264,2017-06-22,74,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
49969,2017-09-10,170,1Zyd6zQnC6XIIzmg3hP7Ot,As If It's Your Last,BLACKPINK,19685,41MozSoPIsD1dJM0CLPjZF,6IzQb2kLydYNfzmKXvmndX,213264,2017-06-22,74,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
