,date,position,track_id,track_name,artist,streams,artist_id,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,total_followers,genres,duration_mins
143471,2018-12-22,72,2CWnuF7ht55Ajyeg4WPvWu,DDU-DU DDU-DU - KR Ver.,BLACKPINK,39502,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,209355,2018-06-15,58,0.665,0.86,4,-3.9210000000000003,0,0.0761,0.0322,0.0,0.281,0.37200000000000005,139.97299999999998,18224049,"['k-pop', 'k-pop girl group']",3.48925
143489,2018-12-22,90,184XtKkzoAl83quIarUAJP,YES or YES,TWICE,35286,7n2Ycct7Beij7Dj7meI4X0,5N2fOk0ShnKd8hUD66kI1e,237685,2018-11-05,60,0.7020000000000001,0.9129999999999999,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,7649594,"['k-pop', 'k-pop girl group']",3.9614166666666666
143492,2018-12-22,93,3BPoSr2pO34Aan6alFfVto,BBoom BBoom,MOMOLAND,34778,5RR0MLwcjc87wjSw2JYdwx,5vt2sEP5J0VNbYXoA7h2k4,208863,2018-01-03,70,0.785,0.7440000000000001,3,-4.249,0,0.0369,0.0149,0.006659999999999999,0.0661,0.833,126.01799999999999,2146067,"['k-pop', 'k-pop girl group']",3.48105
143495,2018-12-22,96,4Is1b37KJY9XVCgzp81FBW,BAAM,MOMOLAND,32740,5RR0MLwcjc87wjSw2JYdwx,75dkh8s39e7txjNe9cODH3,208474,2018-06-26,65,0.725,0.94,5,-2.32,0,0.0435,0.115,0.0043100000000000005,0.0864,0.905,127.051,2146067,"['k-pop', 'k-pop girl group']",3.4745666666666666
143542,2018-12-22,143,1Zyd6zQnC6XIIzmg3hP7Ot,As If It's Your Last,BLACKPINK,25380,41MozSoPIsD1dJM0CLPjZF,6IzQb2kLydYNfzmKXvmndX,213264,2017-06-22,74,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
143560,2018-12-22,161,57Enap29zKl7NGRdDJjkjA,FOREVER YOUNG - KR Ver.,BLACKPINK,23054,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,237076,2018-06-15,53,0.615,0.96,4,-1.807,1,0.09,0.0419,0.0,0.0925,0.504,110.05799999999999,18224049,"['k-pop', 'k-pop girl group']",3.9512666666666667
143582,2018-12-22,183,5Ek40FyMPprcvtyZDjqylX,What is Love?,TWICE,21429,7n2Ycct7Beij7Dj7meI4X0,4JRX1T8VKbEMvTtnQXnLYM,208238,2018-07-09,60,0.573,0.91,8,-1.578,1,0.064,0.0846,0.0,0.266,0.602,169.982,7649594,"['k-pop', 'k-pop girl group']",3.4706333333333332
143585,2018-12-22,186,1fRaznZsAB2i63TtmYv2Hc,La Vie en Rose,IZ*ONE,21327,5r1tUTxVSgvBHnoDuDODPH,7tggzWGzVusg9SEKqbJYpt,218993,2018-10-29,70,0.698,0.9079999999999999,9,-1.2109999999999999,0,0.0548,0.0899,0.0,0.115,0.606,115.975,762767,"['k-pop', 'k-pop girl group']",3.6498833333333334
143679,2018-12-23,80,2CWnuF7ht55Ajyeg4WPvWu,DDU-DU DDU-DU - KR Ver.,BLACKPINK,35605,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,209355,2018-06-15,58,0.665,0.86,4,-3.9210000000000003,0,0.0761,0.0322,0.0,0.281,0.37200000000000005,139.97299999999998,18224049,"['k-pop', 'k-pop girl group']",3.48925
143683,2018-12-23,84,3BPoSr2pO34Aan6alFfVto,BBoom BBoom,MOMOLAND,34470,5RR0MLwcjc87wjSw2JYdwx,5vt2sEP5J0VNbYXoA7h2k4,208863,2018-01-03,70,0.785,0.7440000000000001,3,-4.249,0,0.0369,0.0149,0.006659999999999999,0.0661,0.833,126.01799999999999,2146067,"['k-pop', 'k-pop girl group']",3.48105
143690,2018-12-23,91,184XtKkzoAl83quIarUAJP,YES or YES,TWICE,32421,7n2Ycct7Beij7Dj7meI4X0,5N2fOk0ShnKd8hUD66kI1e,237685,2018-11-05,60,0.7020000000000001,0.9129999999999999,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,7649594,"['k-pop', 'k-pop girl group']",3.9614166666666666
143693,2018-12-23,94,4Is1b37KJY9XVCgzp81FBW,BAAM,MOMOLAND,31505,5RR0MLwcjc87wjSw2JYdwx,75dkh8s39e7txjNe9cODH3,208474,2018-06-26,65,0.725,0.94,5,-2.32,0,0.0435,0.115,0.0043100000000000005,0.0864,0.905,127.051,2146067,"['k-pop', 'k-pop girl group']",3.4745666666666666
143757,2018-12-23,158,1Zyd6zQnC6XIIzmg3hP7Ot,As If It's Your Last,BLACKPINK,22754,41MozSoPIsD1dJM0CLPjZF,6IzQb2kLydYNfzmKXvmndX,213264,2017-06-22,74,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
143779,2018-12-23,180,57Enap29zKl7NGRdDJjkjA,FOREVER YOUNG - KR Ver.,BLACKPINK,20698,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,237076,2018-06-15,53,0.615,0.96,4,-1.807,1,0.09,0.0419,0.0,0.0925,0.504,110.05799999999999,18224049,"['k-pop', 'k-pop girl group']",3.9512666666666667
143796,2018-12-23,197,5Ek40FyMPprcvtyZDjqylX,What is Love?,TWICE,19722,7n2Ycct7Beij7Dj7meI4X0,4JRX1T8VKbEMvTtnQXnLYM,208238,2018-07-09,60,0.573,0.91,8,-1.578,1,0.064,0.0846,0.0,0.266,0.602,169.982,7649594,"['k-pop', 'k-pop girl group']",3.4706333333333332
143874,2018-12-24,75,3BPoSr2pO34Aan6alFfVto,BBoom BBoom,MOMOLAND,54894,5RR0MLwcjc87wjSw2JYdwx,5vt2sEP5J0VNbYXoA7h2k4,208863,2018-01-03,70,0.785,0.7440000000000001,3,-4.249,0,0.0369,0.0149,0.006659999999999999,0.0661,0.833,126.01799999999999,2146067,"['k-pop', 'k-pop girl group']",3.48105
143878,2018-12-24,79,4Is1b37KJY9XVCgzp81FBW,BAAM,MOMOLAND,51940,5RR0MLwcjc87wjSw2JYdwx,75dkh8s39e7txjNe9cODH3,208474,2018-06-26,65,0.725,0.94,5,-2.32,0,0.0435,0.115,0.0043100000000000005,0.0864,0.905,127.051,2146067,"['k-pop', 'k-pop girl group']",3.4745666666666666
143893,2018-12-24,94,2CWnuF7ht55Ajyeg4WPvWu,DDU-DU DDU-DU - KR Ver.,BLACKPINK,44082,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,209355,2018-06-15,58,0.665,0.86,4,-3.9210000000000003,0,0.0761,0.0322,0.0,0.281,0.37200000000000005,139.97299999999998,18224049,"['k-pop', 'k-pop girl group']",3.48925
143916,2018-12-24,117,184XtKkzoAl83quIarUAJP,YES or YES,TWICE,36019,7n2Ycct7Beij7Dj7meI4X0,5N2fOk0ShnKd8hUD66kI1e,237685,2018-11-05,60,0.7020000000000001,0.9129999999999999,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,7649594,"['k-pop', 'k-pop girl group']",3.9614166666666666
143983,2018-12-24,184,1Zyd6zQnC6XIIzmg3hP7Ot,As If It's Your Last,BLACKPINK,26555,41MozSoPIsD1dJM0CLPjZF,6IzQb2kLydYNfzmKXvmndX,213264,2017-06-22,74,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
144056,2018-12-25,57,3BPoSr2pO34Aan6alFfVto,BBoom BBoom,MOMOLAND,44309,5RR0MLwcjc87wjSw2JYdwx,5vt2sEP5J0VNbYXoA7h2k4,208863,2018-01-03,70,0.785,0.7440000000000001,3,-4.249,0,0.0369,0.0149,0.006659999999999999,0.0661,0.833,126.01799999999999,2146067,"['k-pop', 'k-pop girl group']",3.48105
144061,2018-12-25,62,4Is1b37KJY9XVCgzp81FBW,BAAM,MOMOLAND,40914,5RR0MLwcjc87wjSw2JYdwx,75dkh8s39e7txjNe9cODH3,208474,2018-06-26,65,0.725,0.94,5,-2.32,0,0.0435,0.115,0.0043100000000000005,0.0864,0.905,127.051,2146067,"['k-pop', 'k-pop girl group']",3.4745666666666666
144070,2018-12-25,71,2CWnuF7ht55Ajyeg4WPvWu,DDU-DU DDU-DU - KR Ver.,BLACKPINK,35952,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,209355,2018-06-15,58,0.665,0.86,4,-3.9210000000000003,0,0.0761,0.0322,0.0,0.281,0.37200000000000005,139.97299999999998,18224049,"['k-pop', 'k-pop girl group']",3.48925
144101,2018-12-25,102,184XtKkzoAl83quIarUAJP,YES or YES,TWICE,29454,7n2Ycct7Beij7Dj7meI4X0,5N2fOk0ShnKd8hUD66kI1e,237685,2018-11-05,60,0.7020000000000001,0.9129999999999999,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,7649594,"['k-pop', 'k-pop girl group']",3.9614166666666666
144149,2018-12-25,150,1Zyd6zQnC6XIIzmg3hP7Ot,As If It's Your Last,BLACKPINK,22149,41MozSoPIsD1dJM0CLPjZF,6IzQb2kLydYNfzmKXvmndX,213264,2017-06-22,74,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
144175,2018-12-25,176,57Enap29zKl7NGRdDJjkjA,FOREVER YOUNG - KR Ver.,BLACKPINK,19257,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,237076,2018-06-15,53,0.615,0.96,4,-1.807,1,0.09,0.0419,0.0,0.0925,0.504,110.05799999999999,18224049,"['k-pop', 'k-pop girl group']",3.9512666666666667
144190,2018-12-25,191,5Ek40FyMPprcvtyZDjqylX,What is Love?,TWICE,18306,7n2Ycct7Beij7Dj7meI4X0,4JRX1T8VKbEMvTtnQXnLYM,208238,2018-07-09,60,0.573,0.91,8,-1.578,1,0.064,0.0846,0.0,0.266,0.602,169.982,7649594,"['k-pop', 'k-pop girl group']",3.4706333333333332
144273,2018-12-26,74,2CWnuF7ht55Ajyeg4WPvWu,DDU-DU DDU-DU - KR Ver.,BLACKPINK,36979,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,209355,2018-06-15,58,0.665,0.86,4,-3.9210000000000003,0,0.0761,0.0322,0.0,0.281,0.37200000000000005,139.97299999999998,18224049,"['k-pop', 'k-pop girl group']",3.48925
144288,2018-12-26,89,184XtKkzoAl83quIarUAJP,YES or YES,TWICE,33163,7n2Ycct7Beij7Dj7meI4X0,5N2fOk0ShnKd8hUD66kI1e,237685,2018-11-05,60,0.7020000000000001,0.9129999999999999,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,7649594,"['k-pop', 'k-pop girl group']",3.9614166666666666
144297,2018-12-26,98,3BPoSr2pO34Aan6alFfVto,BBoom BBoom,MOMOLAND,30854,5RR0MLwcjc87wjSw2JYdwx,5vt2sEP5J0VNbYXoA7h2k4,208863,2018-01-03,70,0.785,0.7440000000000001,3,-4.249,0,0.0369,0.0149,0.006659999999999999,0.0661,0.833,126.01799999999999,2146067,"['k-pop', 'k-pop girl group']",3.48105
144306,2018-12-26,107,4Is1b37KJY9XVCgzp81FBW,BAAM,MOMOLAND,28748,5RR0MLwcjc87wjSw2JYdwx,75dkh8s39e7txjNe9cODH3,208474,2018-06-26,65,0.725,0.94,5,-2.32,0,0.0435,0.115,0.0043100000000000005,0.0864,0.905,127.051,2146067,"['k-pop', 'k-pop girl group']",3.4745666666666666
144333,2018-12-26,134,1Zyd6zQnC6XIIzmg3hP7Ot,As If It's Your Last,BLACKPINK,24672,41MozSoPIsD1dJM0CLPjZF,6IzQb2kLydYNfzmKXvmndX,213264,2017-06-22,74,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
144353,2018-12-26,154,57Enap29zKl7NGRdDJjkjA,FOREVER YOUNG - KR Ver.,BLACKPINK,22401,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,237076,2018-06-15,53,0.615,0.96,4,-1.807,1,0.09,0.0419,0.0,0.0925,0.504,110.05799999999999,18224049,"['k-pop', 'k-pop girl group']",3.9512666666666667
144374,2018-12-26,175,5Ek40FyMPprcvtyZDjqylX,What is Love?,TWICE,21055,7n2Ycct7Beij7Dj7meI4X0,4JRX1T8VKbEMvTtnQXnLYM,208238,2018-07-09,60,0.573,0.91,8,-1.578,1,0.064,0.0846,0.0,0.266,0.602,169.982,7649594,"['k-pop', 'k-pop girl group']",3.4706333333333332
144471,2018-12-27,72,2CWnuF7ht55Ajyeg4WPvWu,DDU-DU DDU-DU - KR Ver.,BLACKPINK,39241,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,209355,2018-06-15,58,0.665,0.86,4,-3.9210000000000003,0,0.0761,0.0322,0.0,0.281,0.37200000000000005,139.97299999999998,18224049,"['k-pop', 'k-pop girl group']",3.48925
144486,2018-12-27,87,184XtKkzoAl83quIarUAJP,YES or YES,TWICE,34940,7n2Ycct7Beij7Dj7meI4X0,5N2fOk0ShnKd8hUD66kI1e,237685,2018-11-05,60,0.7020000000000001,0.9129999999999999,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,7649594,"['k-pop', 'k-pop girl group']",3.9614166666666666
144507,2018-12-27,108,3BPoSr2pO34Aan6alFfVto,BBoom BBoom,MOMOLAND,30300,5RR0MLwcjc87wjSw2JYdwx,5vt2sEP5J0VNbYXoA7h2k4,208863,2018-01-03,70,0.785,0.7440000000000001,3,-4.249,0,0.0369,0.0149,0.006659999999999999,0.0661,0.833,126.01799999999999,2146067,"['k-pop', 'k-pop girl group']",3.48105
144517,2018-12-27,118,4Is1b37KJY9XVCgzp81FBW,BAAM,MOMOLAND,28222,5RR0MLwcjc87wjSw2JYdwx,75dkh8s39e7txjNe9cODH3,208474,2018-06-26,65,0.725,0.94,5,-2.32,0,0.0435,0.115,0.0043100000000000005,0.0864,0.905,127.051,2146067,"['k-pop', 'k-pop girl group']",3.4745666666666666
144534,2018-12-27,135,1Zyd6zQnC6XIIzmg3hP7Ot,As If It's Your Last,BLACKPINK,25733,41MozSoPIsD1dJM0CLPjZF,6IzQb2kLydYNfzmKXvmndX,213264,2017-06-22,74,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
144553,2018-12-27,154,57Enap29zKl7NGRdDJjkjA,FOREVER YOUNG - KR Ver.,BLACKPINK,23502,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,237076,2018-06-15,53,0.615,0.96,4,-1.807,1,0.09,0.0419,0.0,0.0925,0.504,110.05799999999999,18224049,"['k-pop', 'k-pop girl group']",3.9512666666666667
144576,2018-12-27,177,5Ek40FyMPprcvtyZDjqylX,What is Love?,TWICE,21924,7n2Ycct7Beij7Dj7meI4X0,4JRX1T8VKbEMvTtnQXnLYM,208238,2018-07-09,60,0.573,0.91,8,-1.578,1,0.064,0.0846,0.0,0.266,0.602,169.982,7649594,"['k-pop', 'k-pop girl group']",3.4706333333333332
144599,2018-12-27,200,1fRaznZsAB2i63TtmYv2Hc,La Vie en Rose,IZ*ONE,20537,5r1tUTxVSgvBHnoDuDODPH,7tggzWGzVusg9SEKqbJYpt,218993,2018-10-29,70,0.698,0.9079999999999999,9,-1.2109999999999999,0,0.0548,0.0899,0.0,0.115,0.606,115.975,762767,"['k-pop', 'k-pop girl group']",3.6498833333333334
144672,2018-12-28,73,2CWnuF7ht55Ajyeg4WPvWu,DDU-DU DDU-DU - KR Ver.,BLACKPINK,37418,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,209355,2018-06-15,58,0.665,0.86,4,-3.9210000000000003,0,0.0761,0.0322,0.0,0.281,0.37200000000000005,139.97299999999998,18224049,"['k-pop', 'k-pop girl group']",3.48925
144693,2018-12-28,94,184XtKkzoAl83quIarUAJP,YES or YES,TWICE,32263,7n2Ycct7Beij7Dj7meI4X0,5N2fOk0ShnKd8hUD66kI1e,237685,2018-11-05,60,0.7020000000000001,0.9129999999999999,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,7649594,"['k-pop', 'k-pop girl group']",3.9614166666666666
144703,2018-12-28,104,3BPoSr2pO34Aan6alFfVto,BBoom BBoom,MOMOLAND,29915,5RR0MLwcjc87wjSw2JYdwx,5vt2sEP5J0VNbYXoA7h2k4,208863,2018-01-03,70,0.785,0.7440000000000001,3,-4.249,0,0.0369,0.0149,0.006659999999999999,0.0661,0.833,126.01799999999999,2146067,"['k-pop', 'k-pop girl group']",3.48105
144720,2018-12-28,121,4Is1b37KJY9XVCgzp81FBW,BAAM,MOMOLAND,26979,5RR0MLwcjc87wjSw2JYdwx,75dkh8s39e7txjNe9cODH3,208474,2018-06-26,65,0.725,0.94,5,-2.32,0,0.0435,0.115,0.0043100000000000005,0.0864,0.905,127.051,2146067,"['k-pop', 'k-pop girl group']",3.4745666666666666
144740,2018-12-28,141,1Zyd6zQnC6XIIzmg3hP7Ot,As If It's Your Last,BLACKPINK,24132,41MozSoPIsD1dJM0CLPjZF,6IzQb2kLydYNfzmKXvmndX,213264,2017-06-22,74,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
144766,2018-12-28,167,57Enap29zKl7NGRdDJjkjA,FOREVER YOUNG - KR Ver.,BLACKPINK,22123,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,237076,2018-06-15,53,0.615,0.96,4,-1.807,1,0.09,0.0419,0.0,0.0925,0.504,110.05799999999999,18224049,"['k-pop', 'k-pop girl group']",3.9512666666666667
144789,2018-12-28,190,5Ek40FyMPprcvtyZDjqylX,What is Love?,TWICE,20769,7n2Ycct7Beij7Dj7meI4X0,4JRX1T8VKbEMvTtnQXnLYM,208238,2018-07-09,60,0.573,0.91,8,-1.578,1,0.064,0.0846,0.0,0.266,0.602,169.982,7649594,"['k-pop', 'k-pop girl group']",3.4706333333333332
144866,2018-12-29,67,2CWnuF7ht55Ajyeg4WPvWu,DDU-DU DDU-DU - KR Ver.,BLACKPINK,36469,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,209355,2018-06-15,58,0.665,0.86,4,-3.9210000000000003,0,0.0761,0.0322,0.0,0.281,0.37200000000000005,139.97299999999998,18224049,"['k-pop', 'k-pop girl group']",3.48925
144884,2018-12-29,85,184XtKkzoAl83quIarUAJP,YES or YES,TWICE,31193,7n2Ycct7Beij7Dj7meI4X0,5N2fOk0ShnKd8hUD66kI1e,237685,2018-11-05,60,0.7020000000000001,0.9129999999999999,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,7649594,"['k-pop', 'k-pop girl group']",3.9614166666666666
144891,2018-12-29,92,3BPoSr2pO34Aan6alFfVto,BBoom BBoom,MOMOLAND,29538,5RR0MLwcjc87wjSw2JYdwx,5vt2sEP5J0VNbYXoA7h2k4,208863,2018-01-03,70,0.785,0.7440000000000001,3,-4.249,0,0.0369,0.0149,0.006659999999999999,0.0661,0.833,126.01799999999999,2146067,"['k-pop', 'k-pop girl group']",3.48105
144905,2018-12-29,106,4Is1b37KJY9XVCgzp81FBW,BAAM,MOMOLAND,28264,5RR0MLwcjc87wjSw2JYdwx,75dkh8s39e7txjNe9cODH3,208474,2018-06-26,65,0.725,0.94,5,-2.32,0,0.0435,0.115,0.0043100000000000005,0.0864,0.905,127.051,2146067,"['k-pop', 'k-pop girl group']",3.4745666666666666
144935,2018-12-29,136,1Zyd6zQnC6XIIzmg3hP7Ot,As If It's Your Last,BLACKPINK,22870,41MozSoPIsD1dJM0CLPjZF,6IzQb2kLydYNfzmKXvmndX,213264,2017-06-22,74,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
144949,2018-12-29,150,57Enap29zKl7NGRdDJjkjA,FOREVER YOUNG - KR Ver.,BLACKPINK,21594,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,237076,2018-06-15,53,0.615,0.96,4,-1.807,1,0.09,0.0419,0.0,0.0925,0.504,110.05799999999999,18224049,"['k-pop', 'k-pop girl group']",3.9512666666666667
144973,2018-12-29,174,5Ek40FyMPprcvtyZDjqylX,What is Love?,TWICE,20049,7n2Ycct7Beij7Dj7meI4X0,4JRX1T8VKbEMvTtnQXnLYM,208238,2018-07-09,60,0.573,0.91,8,-1.578,1,0.064,0.0846,0.0,0.266,0.602,169.982,7649594,"['k-pop', 'k-pop girl group']",3.4706333333333332
145066,2018-12-30,67,2CWnuF7ht55Ajyeg4WPvWu,DDU-DU DDU-DU - KR Ver.,BLACKPINK,37021,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,209355,2018-06-15,58,0.665,0.86,4,-3.9210000000000003,0,0.0761,0.0322,0.0,0.281,0.37200000000000005,139.97299999999998,18224049,"['k-pop', 'k-pop girl group']",3.48925
145077,2018-12-30,78,3BPoSr2pO34Aan6alFfVto,BBoom BBoom,MOMOLAND,32905,5RR0MLwcjc87wjSw2JYdwx,5vt2sEP5J0VNbYXoA7h2k4,208863,2018-01-03,70,0.785,0.7440000000000001,3,-4.249,0,0.0369,0.0149,0.006659999999999999,0.0661,0.833,126.01799999999999,2146067,"['k-pop', 'k-pop girl group']",3.48105
145083,2018-12-30,84,184XtKkzoAl83quIarUAJP,YES or YES,TWICE,31921,7n2Ycct7Beij7Dj7meI4X0,5N2fOk0ShnKd8hUD66kI1e,237685,2018-11-05,60,0.7020000000000001,0.9129999999999999,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,7649594,"['k-pop', 'k-pop girl group']",3.9614166666666666
145088,2018-12-30,89,4Is1b37KJY9XVCgzp81FBW,BAAM,MOMOLAND,30684,5RR0MLwcjc87wjSw2JYdwx,75dkh8s39e7txjNe9cODH3,208474,2018-06-26,65,0.725,0.94,5,-2.32,0,0.0435,0.115,0.0043100000000000005,0.0864,0.905,127.051,2146067,"['k-pop', 'k-pop girl group']",3.4745666666666666
145128,2018-12-30,129,1Zyd6zQnC6XIIzmg3hP7Ot,As If It's Your Last,BLACKPINK,23672,41MozSoPIsD1dJM0CLPjZF,6IzQb2kLydYNfzmKXvmndX,213264,2017-06-22,74,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
145138,2018-12-30,139,57Enap29zKl7NGRdDJjkjA,FOREVER YOUNG - KR Ver.,BLACKPINK,22350,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,237076,2018-06-15,53,0.615,0.96,4,-1.807,1,0.09,0.0419,0.0,0.0925,0.504,110.05799999999999,18224049,"['k-pop', 'k-pop girl group']",3.9512666666666667
145156,2018-12-30,157,5Ek40FyMPprcvtyZDjqylX,What is Love?,TWICE,20622,7n2Ycct7Beij7Dj7meI4X0,4JRX1T8VKbEMvTtnQXnLYM,208238,2018-07-09,60,0.573,0.91,8,-1.578,1,0.064,0.0846,0.0,0.266,0.602,169.982,7649594,"['k-pop', 'k-pop girl group']",3.4706333333333332
145194,2018-12-30,195,1fRaznZsAB2i63TtmYv2Hc,La Vie en Rose,IZ*ONE,18704,5r1tUTxVSgvBHnoDuDODPH,7tggzWGzVusg9SEKqbJYpt,218993,2018-10-29,70,0.698,0.9079999999999999,9,-1.2109999999999999,0,0.0548,0.0899,0.0,0.115,0.606,115.975,762767,"['k-pop', 'k-pop girl group']",3.6498833333333334
145245,2018-12-31,46,3BPoSr2pO34Aan6alFfVto,BBoom BBoom,MOMOLAND,78633,5RR0MLwcjc87wjSw2JYdwx,5vt2sEP5J0VNbYXoA7h2k4,208863,2018-01-03,70,0.785,0.7440000000000001,3,-4.249,0,0.0369,0.0149,0.006659999999999999,0.0661,0.833,126.01799999999999,2146067,"['k-pop', 'k-pop girl group']",3.48105
145247,2018-12-31,48,4Is1b37KJY9XVCgzp81FBW,BAAM,MOMOLAND,72580,5RR0MLwcjc87wjSw2JYdwx,75dkh8s39e7txjNe9cODH3,208474,2018-06-26,65,0.725,0.94,5,-2.32,0,0.0435,0.115,0.0043100000000000005,0.0864,0.905,127.051,2146067,"['k-pop', 'k-pop girl group']",3.4745666666666666
145259,2018-12-31,60,2CWnuF7ht55Ajyeg4WPvWu,DDU-DU DDU-DU - KR Ver.,BLACKPINK,58948,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,209355,2018-06-15,58,0.665,0.86,4,-3.9210000000000003,0,0.0761,0.0322,0.0,0.281,0.37200000000000005,139.97299999999998,18224049,"['k-pop', 'k-pop girl group']",3.48925
145306,2018-12-31,107,184XtKkzoAl83quIarUAJP,YES or YES,TWICE,38359,7n2Ycct7Beij7Dj7meI4X0,5N2fOk0ShnKd8hUD66kI1e,237685,2018-11-05,60,0.7020000000000001,0.9129999999999999,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,7649594,"['k-pop', 'k-pop girl group']",3.9614166666666666
145327,2018-12-31,128,1Zyd6zQnC6XIIzmg3hP7Ot,As If It's Your Last,BLACKPINK,32430,41MozSoPIsD1dJM0CLPjZF,6IzQb2kLydYNfzmKXvmndX,213264,2017-06-22,74,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.03399999999999,18224049,"['k-pop', 'k-pop girl group']",3.5544
145338,2018-12-31,139,57Enap29zKl7NGRdDJjkjA,FOREVER YOUNG - KR Ver.,BLACKPINK,30451,41MozSoPIsD1dJM0CLPjZF,4l87mak80qeOiZwXM5bRuM,237076,2018-06-15,53,0.615,0.96,4,-1.807,1,0.09,0.0419,0.0,0.0925,0.504,110.05799999999999,18224049,"['k-pop', 'k-pop girl group']",3.9512666666666667
145365,2018-12-31,166,5Ek40FyMPprcvtyZDjqylX,What is Love?,TWICE,26000,7n2Ycct7Beij7Dj7meI4X0,4JRX1T8VKbEMvTtnQXnLYM,208238,2018-07-09,60,0.573,0.91,8,-1.578,1,0.064,0.0846,0.0,0.266,0.602,169.982,7649594,"['k-pop', 'k-pop girl group']",3.4706333333333332
145370,2018-12-31,171,1qAPA8TooLVEqAZ58fhcrt,BOOMBAYAH - KR Ver.,BLACKPINK,25359,41MozSoPIsD1dJM0CLPjZF,3KacwE6ax8jp1vun6DQ1Jf,241466,2017-07-20,57,0.657,0.85,5,-3.157,0,0.0694,0.00264,0.0,0.41200000000000003,0.375,124.882,18224049,"['k-pop', 'k-pop girl group']",4.0244333333333335
145457,2019-01-01,58,3BPoSr2pO34Aan6alFfVto,BBoom BBoom,MOMOLAND,37150,5RR0MLwcjc87wjSw2JYdwx,5vt2sEP5J0VNbYXoA7h2k4,208863,2018-01-03,70,0.785,0.7440000000000001,3,-4.249,0,0.0369,0.0149,0.006659999999999999,0.0661,0.833,126.01799999999999,2146067,"['k-pop', 'k-pop girl group']",3.48105
